trial_key,model,scenario,condition,skill_level,skill_method,mutation_type,temperature,run_id,skill_tokens,passed,n_pass,n_total,pass_rate,error_type,code_lines,code_length,import_count,function_count,try_except_count,has_argparse,input_tokens,output_tokens
S030_fossil_morpho__gpt4o__L2_plus_scripts__direct__t0.0__r0,gpt4o,S030_fossil_morpho,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1114,True,15,15,1.0,success,166,6081,6,4,1,True,2307,1487
S002_spike_behavior__gpt4o__mutated_missing_edge_case__t0.0__r0,gpt4o,S002_spike_behavior,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1463,True,12,12,1.0,success,182,6907,6,6,1,True,3127,1689
S002_spike_behavior__gpt4o__mutated_wrong_import__t0.0__r0,gpt4o,S002_spike_behavior,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1615,True,12,12,1.0,success,182,6907,6,6,1,True,3291,1676
S030_fossil_morpho__gpt4o__L3_no_assets__direct__t0.0__r0,gpt4o,S030_fossil_morpho,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1485,True,15,15,1.0,success,166,6081,6,4,1,True,3065,1483
S002_spike_behavior__gemini_pro__rq3_wrong_skill__t0.0__r0,gemini_pro,S002_spike_behavior,rq3_wrong_skill,L4_full,direct,none,0.0,0,1398,True,12,12,1.0,success,133,5173,7,3,2,True,3244,2814
S030_fossil_morpho__gpt4o__L4_full__direct__t0.0__r0,gpt4o,S030_fossil_morpho,L4_full__direct,L4_full,direct,none,0.0,0,1485,True,15,15,1.0,success,166,6081,6,4,1,True,3065,1483
S002_spike_behavior__gpt4o__mutated_logic_error__t0.0__r0,gpt4o,S002_spike_behavior,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1613,True,12,12,1.0,success,182,6907,6,6,1,True,3286,1676
S002_spike_behavior__gpt41__clean_full__t0.0__r0,gpt41,S002_spike_behavior,clean_full,L4_full,direct,none,0.0,0,1613,True,12,12,1.0,success,130,5961,6,6,1,True,3286,1526
S005_protein_parse__haiku__rq3_no_skill__t0.0__r0,haiku,S005_protein_parse,rq3_no_skill,L0_none,none,none,0.0,0,0,True,12,12,1.0,success,301,10954,8,1,9,True,171,3941
S002_spike_behavior__gpt41__mutated_stale_api__t0.0__r0,gpt41,S002_spike_behavior,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1614,True,12,12,1.0,success,144,6039,6,6,1,True,3287,1529
S002_spike_behavior__gpt41__mutated_wrong_default__t0.0__r0,gpt41,S002_spike_behavior,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1613,True,12,12,1.0,success,130,5961,6,6,1,True,3286,1526
S005_protein_parse__haiku__rq3_full_skill__t0.0__r0,haiku,S005_protein_parse,rq3_full_skill,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,200,6822,5,4,2,True,2314,3553
S030_fossil_morpho__gpt41__L0_none__t0.0__r0,gpt41,S030_fossil_morpho,L0_none,L0_none,none,none,0.0,0,0,True,15,15,1.0,success,124,4080,5,4,0,True,351,1440
S002_spike_behavior__gpt41__mutated_missing_edge_case__t0.0__r0,gpt41,S002_spike_behavior,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1463,True,12,12,1.0,success,145,6156,6,6,1,True,3127,1572
S005_protein_parse__haiku__rq3_vaccinated__t0.0__r0,haiku,S005_protein_parse,rq3_vaccinated,L4_full,direct,none,0.0,0,1189,True,12,12,1.0,success,176,5714,5,4,2,True,2353,2948
S002_spike_behavior__gpt41__mutated_wrong_import__t0.0__r0,gpt41,S002_spike_behavior,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1615,True,12,12,1.0,success,130,5961,6,6,1,True,3291,1537
S002_spike_behavior__gpt41__mutated_logic_error__t0.0__r0,gpt41,S002_spike_behavior,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1613,True,12,12,1.0,success,131,6003,6,6,1,True,3286,1535
S030_fossil_morpho__gpt41__L1_skill_md__direct__t0.0__r0,gpt41,S030_fossil_morpho,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,396,True,15,15,1.0,success,214,7731,7,7,8,True,834,2139
S005_protein_parse__haiku__rq3_wrong_skill__t0.0__r0,haiku,S005_protein_parse,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,True,12,12,1.0,success,502,16932,8,1,10,True,2969,5205
S002_spike_behavior__gemini_pro__clean_full__t0.0__r0,gemini_pro,S002_spike_behavior,clean_full,L4_full,direct,none,0.0,0,1613,True,12,12,1.0,success,160,6045,6,5,1,True,3934,2433
S030_fossil_morpho__gpt41__L2_plus_scripts__direct__t0.0__r0,gpt41,S030_fossil_morpho,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1114,True,15,15,1.0,success,156,5860,6,4,1,True,2307,1514
S002_spike_behavior__gemini_pro__mutated_stale_api__t0.0__r0,gemini_pro,S002_spike_behavior,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1614,True,12,12,1.0,success,158,5894,6,5,1,True,3935,2612
S030_fossil_morpho__gpt41__L3_no_assets__direct__t0.0__r0,gpt41,S030_fossil_morpho,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1485,True,15,15,1.0,success,156,5860,6,4,1,True,3065,1491
S005_protein_parse__sonnet__rq3_no_skill__t0.0__r0,sonnet,S005_protein_parse,rq3_no_skill,L0_none,none,none,0.0,0,0,True,12,12,1.0,success,309,9192,6,11,3,True,171,2981
S030_fossil_morpho__gpt41__L4_full__direct__t0.0__r0,gpt41,S030_fossil_morpho,L4_full__direct,L4_full,direct,none,0.0,0,1485,True,15,15,1.0,success,156,5860,6,4,1,True,3065,1520
S002_spike_behavior__gemini_pro__mutated_wrong_default__t0.0__r0,gemini_pro,S002_spike_behavior,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1613,True,12,12,1.0,success,239,9077,6,6,2,True,3935,4484
S005_protein_parse__sonnet__rq3_full_skill__t0.0__r0,sonnet,S005_protein_parse,rq3_full_skill,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,2314,1731
S005_protein_parse__sonnet__rq3_vaccinated__t0.0__r0,sonnet,S005_protein_parse,rq3_vaccinated,L4_full,direct,none,0.0,0,1189,True,12,12,1.0,success,145,4885,5,4,2,True,2353,1690
S030_fossil_morpho__gemini_pro__L0_none__t0.0__r0,gemini_pro,S030_fossil_morpho,L0_none,L0_none,none,none,0.0,0,0,True,15,15,1.0,success,147,5302,7,2,1,True,371,2869
S002_spike_behavior__gemini_pro__mutated_missing_edge_case__t0.0__r0,gemini_pro,S002_spike_behavior,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1463,True,12,12,1.0,success,254,10043,6,6,2,True,3778,4416
S005_protein_parse__sonnet__rq3_wrong_skill__t0.0__r0,sonnet,S005_protein_parse,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,True,12,12,1.0,success,299,9824,7,11,4,True,2969,3025
S002_spike_behavior__gemini_pro__mutated_wrong_import__t0.0__r0,gemini_pro,S002_spike_behavior,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1615,True,12,12,1.0,success,229,8740,6,5,2,True,3940,4446
S030_fossil_morpho__gemini_pro__L1_skill_md__direct__t0.0__r0,gemini_pro,S030_fossil_morpho,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,396,False,0,0,0,format_error,0,0,0,0,0,False,852,8188
S005_protein_parse__opus__rq3_no_skill__t0.0__r0,opus,S005_protein_parse,rq3_no_skill,L0_none,none,none,0.0,0,0,True,12,12,1.0,success,190,6058,6,9,8,True,171,2025
S002_spike_behavior__gemini_pro__mutated_logic_error__t0.0__r0,gemini_pro,S002_spike_behavior,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1613,True,12,12,1.0,success,235,8888,6,6,1,True,3935,4503
S030_fossil_morpho__gemini_pro__L2_plus_scripts__direct__t0.0__r0,gemini_pro,S030_fossil_morpho,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1114,True,15,15,1.0,success,215,8353,6,5,1,True,2637,3846
S005_protein_parse__opus__rq3_full_skill__t0.0__r0,opus,S005_protein_parse,rq3_full_skill,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,2314,1798
S005_protein_parse__haiku__clean_full__t0.0__r0,haiku,S005_protein_parse,clean_full,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,200,6823,5,4,2,True,2314,2596
S030_fossil_morpho__gemini_pro__L3_no_assets__direct__t0.0__r0,gemini_pro,S030_fossil_morpho,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1485,True,15,15,1.0,success,178,6454,6,5,1,True,3505,2868
S005_protein_parse__haiku__mutated_stale_api__t0.0__r0,haiku,S005_protein_parse,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1150,True,12,12,1.0,success,200,6823,5,4,2,True,2314,2597
S030_fossil_morpho__gemini_pro__L4_full__direct__t0.0__r0,gemini_pro,S030_fossil_morpho,L4_full__direct,L4_full,direct,none,0.0,0,1485,True,15,15,1.0,success,178,6454,6,5,1,True,3505,2868
S005_protein_parse__haiku__mutated_wrong_default__t0.0__r0,haiku,S005_protein_parse,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1150,True,12,12,1.0,success,203,6983,5,4,2,True,2312,2758
S005_protein_parse__haiku__mutated_missing_edge_case__t0.0__r0,haiku,S005_protein_parse,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1008,True,12,12,1.0,success,145,4885,5,4,2,True,2153,2287
S005_protein_parse__opus__rq3_vaccinated__t0.0__r0,opus,S005_protein_parse,rq3_vaccinated,L4_full,direct,none,0.0,0,1189,True,12,12,1.0,success,299,10125,5,5,2,True,2353,3089
S033_exoplanet_transit__haiku__L0_none__t0.0__r0,haiku,S033_exoplanet_transit,L0_none,L0_none,none,none,0.0,0,0,False,3,10,0.3,logic_error,437,13889,8,2,2,True,424,4470
S005_protein_parse__haiku__mutated_wrong_import__t0.0__r0,haiku,S005_protein_parse,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1153,False,0,8,0.0,logic_error,146,4912,5,4,2,True,2317,2698
S005_protein_parse__haiku__mutated_logic_error__t0.0__r0,haiku,S005_protein_parse,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1150,True,12,12,1.0,success,200,6823,5,4,2,True,2314,2597
S033_exoplanet_transit__haiku__L1_skill_md__direct__t0.0__r0,haiku,S033_exoplanet_transit,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,462,False,3,10,0.3,logic_error,610,20093,8,3,5,True,992,6076
S005_protein_parse__opus__rq3_wrong_skill__t0.0__r0,opus,S005_protein_parse,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,True,12,12,1.0,success,244,7610,6,6,2,True,2969,2403
S005_protein_parse__sonnet__clean_full__t0.0__r0,sonnet,S005_protein_parse,clean_full,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,2314,1731
S005_protein_parse__gpt4o__rq3_no_skill__t0.0__r0,gpt4o,S005_protein_parse,rq3_no_skill,L0_none,none,none,0.0,0,0,False,0,8,0.0,logic_error,84,3009,4,2,2,True,153,1061
S005_protein_parse__gpt4o__rq3_full_skill__t0.0__r0,gpt4o,S005_protein_parse,rq3_full_skill,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,1934,1174
S005_protein_parse__sonnet__mutated_stale_api__t0.0__r0,sonnet,S005_protein_parse,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,2314,1731
S033_exoplanet_transit__haiku__L2_plus_scripts__direct__t0.0__r0,haiku,S033_exoplanet_transit,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1298,False,3,10,0.3,logic_error,515,19713,8,2,3,True,3379,6165
S005_protein_parse__gpt4o__rq3_vaccinated__t0.0__r0,gpt4o,S005_protein_parse,rq3_vaccinated,L4_full,direct,none,0.0,0,1189,True,12,12,1.0,success,145,4885,5,4,2,True,1971,1263
S005_protein_parse__sonnet__mutated_wrong_default__t0.0__r0,sonnet,S005_protein_parse,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,2312,1768
S005_protein_parse__gpt4o__rq3_wrong_skill__t0.0__r0,gpt4o,S005_protein_parse,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,10,12,0.8333,logic_error,105,3668,5,4,3,True,2373,1185
S005_protein_parse__gpt41__rq3_no_skill__t0.0__r0,gpt41,S005_protein_parse,rq3_no_skill,L0_none,none,none,0.0,0,0,True,12,12,1.0,success,83,2837,4,2,0,True,153,744
S005_protein_parse__sonnet__mutated_missing_edge_case__t0.0__r0,sonnet,S005_protein_parse,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1008,True,12,12,1.0,success,145,4885,5,4,2,True,2153,1735
S033_exoplanet_transit__haiku__L3_no_assets__direct__t0.0__r0,haiku,S033_exoplanet_transit,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,651,22521,7,11,4,True,4128,7562
S005_protein_parse__sonnet__mutated_wrong_import__t0.0__r0,sonnet,S005_protein_parse,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1153,True,12,12,1.0,success,145,4885,5,4,2,True,2317,1692
S005_protein_parse__gpt41__rq3_full_skill__t0.0__r0,gpt41,S005_protein_parse,rq3_full_skill,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,1934,1134
S005_protein_parse__sonnet__mutated_logic_error__t0.0__r0,sonnet,S005_protein_parse,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,2314,1731
S005_protein_parse__gpt41__rq3_vaccinated__t0.0__r0,gpt41,S005_protein_parse,rq3_vaccinated,L4_full,direct,none,0.0,0,1189,True,12,12,1.0,success,122,3923,5,3,2,True,1971,1054
S005_protein_parse__gpt41__rq3_wrong_skill__t0.0__r0,gpt41,S005_protein_parse,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,True,12,12,1.0,success,104,3582,5,2,2,True,2373,903
S033_exoplanet_transit__haiku__L4_full__direct__t0.0__r0,haiku,S033_exoplanet_transit,L4_full__direct,L4_full,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,678,22824,7,11,3,True,4128,7744
S005_protein_parse__gemini_pro__rq3_no_skill__t0.0__r0,gemini_pro,S005_protein_parse,rq3_no_skill,L0_none,none,none,0.0,0,0,True,12,12,1.0,success,116,3785,5,2,1,True,157,2233
S005_protein_parse__opus__clean_full__t0.0__r0,opus,S005_protein_parse,clean_full,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,2314,1798
S005_protein_parse__gemini_pro__rq3_full_skill__t0.0__r0,gemini_pro,S005_protein_parse,rq3_full_skill,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,164,5878,5,4,1,True,2222,2743
S005_protein_parse__opus__mutated_stale_api__t0.0__r0,opus,S005_protein_parse,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,2314,1777
S005_protein_parse__gemini_pro__rq3_vaccinated__t0.0__r0,gemini_pro,S005_protein_parse,rq3_vaccinated,L4_full,direct,none,0.0,0,1189,True,12,12,1.0,success,140,4665,5,4,2,True,2259,2091
S033_exoplanet_transit__sonnet__L0_none__t0.0__r0,sonnet,S033_exoplanet_transit,L0_none,L0_none,none,none,0.0,0,0,False,3,10,0.3,logic_error,371,14025,8,3,1,True,424,4422
S005_protein_parse__gemini_pro__rq3_wrong_skill__t0.0__r0,gemini_pro,S005_protein_parse,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,True,12,12,1.0,success,131,4156,5,3,2,True,2827,1964
S005_protein_parse__opus__mutated_wrong_default__t0.0__r0,opus,S005_protein_parse,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,2312,1775
S007_data_viz__haiku__rq3_no_skill__t0.0__r0,haiku,S007_data_viz,rq3_no_skill,L0_none,none,none,0.0,0,0,True,8,8,1.0,success,288,8576,8,7,2,True,170,3228
S007_data_viz__haiku__rq3_full_skill__t0.0__r0,haiku,S007_data_viz,rq3_full_skill,L4_full,direct,none,0.0,0,1272,True,8,8,1.0,success,167,5427,8,5,2,True,3038,2628
S005_protein_parse__opus__mutated_missing_edge_case__t0.0__r0,opus,S005_protein_parse,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1008,True,12,12,1.0,success,213,7867,5,4,2,True,2153,2601
S007_data_viz__haiku__rq3_vaccinated__t0.0__r0,haiku,S007_data_viz,rq3_vaccinated,L4_full,direct,none,0.0,0,1311,True,8,8,1.0,success,193,6764,8,5,3,True,3077,2798
S033_exoplanet_transit__sonnet__L1_skill_md__direct__t0.0__r0,sonnet,S033_exoplanet_transit,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,462,False,3,10,0.3,logic_error,444,18452,9,3,4,True,992,5684
S007_data_viz__haiku__rq3_wrong_skill__t0.0__r0,haiku,S007_data_viz,rq3_wrong_skill,L4_full,direct,none,0.0,0,1398,True,8,8,1.0,success,303,9571,8,7,2,True,3167,3548
S005_protein_parse__opus__mutated_wrong_import__t0.0__r0,opus,S005_protein_parse,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1153,True,12,12,1.0,success,145,4885,5,4,2,True,2317,1776
S033_exoplanet_transit__sonnet__L2_plus_scripts__direct__t0.0__r0,sonnet,S033_exoplanet_transit,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1298,False,3,10,0.3,logic_error,286,11203,5,9,2,True,3379,3918
S005_protein_parse__opus__mutated_logic_error__t0.0__r0,opus,S005_protein_parse,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,2314,1798
S007_data_viz__sonnet__rq3_no_skill__t0.0__r0,sonnet,S007_data_viz,rq3_no_skill,L0_none,none,none,0.0,0,0,True,8,8,1.0,success,196,6377,9,5,1,True,170,2895
S005_protein_parse__gpt4o__clean_full__t0.0__r0,gpt4o,S005_protein_parse,clean_full,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,1934,1186
S005_protein_parse__gpt4o__mutated_stale_api__t0.0__r0,gpt4o,S005_protein_parse,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,1934,1174
S007_data_viz__sonnet__rq3_full_skill__t0.0__r0,sonnet,S007_data_viz,rq3_full_skill,L4_full,direct,none,0.0,0,1272,True,8,8,1.0,success,161,5421,8,5,2,True,3038,2086
S005_protein_parse__gpt4o__mutated_wrong_default__t0.0__r0,gpt4o,S005_protein_parse,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,1932,1172
S033_exoplanet_transit__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S033_exoplanet_transit,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,232,9293,5,9,1,True,4128,3223
S005_protein_parse__gpt4o__mutated_missing_edge_case__t0.0__r0,gpt4o,S005_protein_parse,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1008,True,12,12,1.0,success,145,4885,5,4,2,True,1782,1174
S007_data_viz__sonnet__rq3_vaccinated__t0.0__r0,sonnet,S007_data_viz,rq3_vaccinated,L4_full,direct,none,0.0,0,1311,True,8,8,1.0,success,161,5421,8,5,2,True,3077,2049
S005_protein_parse__gpt4o__mutated_wrong_import__t0.0__r0,gpt4o,S005_protein_parse,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1153,False,0,8,0.0,logic_error,145,4894,5,4,2,True,1937,1177
S005_protein_parse__gpt4o__mutated_logic_error__t0.0__r0,gpt4o,S005_protein_parse,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,1934,1174
S033_exoplanet_transit__sonnet__L4_full__direct__t0.0__r0,sonnet,S033_exoplanet_transit,L4_full__direct,L4_full,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,232,9293,5,9,1,True,4128,3223
S007_data_viz__sonnet__rq3_wrong_skill__t0.0__r0,sonnet,S007_data_viz,rq3_wrong_skill,L4_full,direct,none,0.0,0,1398,True,8,8,1.0,success,185,6042,8,5,1,True,3167,2394
S005_protein_parse__gpt41__clean_full__t0.0__r0,gpt41,S005_protein_parse,clean_full,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,145,4885,5,4,2,True,1934,1137
S005_protein_parse__gpt41__mutated_stale_api__t0.0__r0,gpt41,S005_protein_parse,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1150,True,12,12,1.0,success,112,4156,5,4,2,True,1934,1049
S005_protein_parse__gpt41__mutated_wrong_default__t0.0__r0,gpt41,S005_protein_parse,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1150,True,12,12,1.0,success,112,4156,5,4,2,True,1932,1049
S005_protein_parse__gpt41__mutated_missing_edge_case__t0.0__r0,gpt41,S005_protein_parse,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1008,True,12,12,1.0,success,123,3790,5,3,2,True,1782,938
S007_data_viz__opus__rq3_no_skill__t0.0__r0,opus,S007_data_viz,rq3_no_skill,L0_none,none,none,0.0,0,0,True,8,8,1.0,success,196,5972,9,8,1,True,170,2212
S005_protein_parse__gpt41__mutated_wrong_import__t0.0__r0,gpt41,S005_protein_parse,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1153,True,12,12,1.0,success,113,4228,5,4,2,True,1937,1091
S033_exoplanet_transit__opus__L0_none__t0.0__r0,opus,S033_exoplanet_transit,L0_none,L0_none,none,none,0.0,0,0,False,3,10,0.3,logic_error,264,9567,7,7,1,True,424,3253
S005_protein_parse__gpt41__mutated_logic_error__t0.0__r0,gpt41,S005_protein_parse,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1150,True,12,12,1.0,success,125,4058,5,4,2,True,1934,1000
S007_data_viz__opus__rq3_full_skill__t0.0__r0,opus,S007_data_viz,rq3_full_skill,L4_full,direct,none,0.0,0,1272,True,8,8,1.0,success,161,5421,8,5,2,True,3038,2039
S005_protein_parse__gemini_pro__clean_full__t0.0__r0,gemini_pro,S005_protein_parse,clean_full,L4_full,direct,none,0.0,0,1150,True,12,12,1.0,success,127,4515,5,4,2,True,2221,1973
S005_protein_parse__gemini_pro__mutated_stale_api__t0.0__r0,gemini_pro,S005_protein_parse,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1150,True,12,12,1.0,success,127,4515,5,4,2,True,2221,1973
S007_data_viz__opus__rq3_vaccinated__t0.0__r0,opus,S007_data_viz,rq3_vaccinated,L4_full,direct,none,0.0,0,1311,True,8,8,1.0,success,161,5421,8,5,2,True,3077,2144
S005_protein_parse__gemini_pro__mutated_wrong_default__t0.0__r0,gemini_pro,S005_protein_parse,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1150,True,12,12,1.0,success,147,5365,5,4,1,True,2220,2351
S033_exoplanet_transit__opus__L1_skill_md__direct__t0.0__r0,opus,S033_exoplanet_transit,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,462,False,3,10,0.3,logic_error,374,12996,7,9,1,True,992,4386
S005_protein_parse__gemini_pro__mutated_missing_edge_case__t0.0__r0,gemini_pro,S005_protein_parse,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1008,True,12,12,1.0,success,126,4409,5,4,2,True,2073,2019
S005_protein_parse__gemini_pro__mutated_wrong_import__t0.0__r0,gemini_pro,S005_protein_parse,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1153,True,12,12,1.0,success,124,4387,5,4,2,True,2224,1914
S007_data_viz__opus__rq3_wrong_skill__t0.0__r0,opus,S007_data_viz,rq3_wrong_skill,L4_full,direct,none,0.0,0,1398,True,8,8,1.0,success,196,6491,8,7,1,True,3167,2381
S005_protein_parse__gemini_pro__mutated_logic_error__t0.0__r0,gemini_pro,S005_protein_parse,mutated_logic_error,L4_full,direct,logic_error,0.0,0,1150,True,12,12,1.0,success,127,4515,5,4,2,True,2221,1973
S007_data_viz__gpt4o__rq3_no_skill__t0.0__r0,gpt4o,S007_data_viz,rq3_no_skill,L0_none,none,none,0.0,0,0,True,8,8,1.0,success,96,3264,6,6,0,True,150,970
S007_data_viz__haiku__clean_full__t0.0__r0,haiku,S007_data_viz,clean_full,L4_full,direct,none,0.0,0,1272,True,8,8,1.0,success,167,5427,8,5,2,True,3038,2627
S007_data_viz__gpt4o__rq3_full_skill__t0.0__r0,gpt4o,S007_data_viz,rq3_full_skill,L4_full,direct,none,0.0,0,1272,True,8,8,1.0,success,161,5413,8,5,2,True,2470,1464
S007_data_viz__haiku__mutated_stale_api__t0.0__r0,haiku,S007_data_viz,mutated_stale_api,L4_full,direct,stale_api,0.0,0,1272,True,8,8,1.0,success,167,5427,8,5,2,True,3038,2628
S033_exoplanet_transit__opus__L2_plus_scripts__direct__t0.0__r0,opus,S033_exoplanet_transit,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1298,False,3,10,0.3,logic_error,468,16584,6,9,3,True,3379,5089
S007_data_viz__gpt4o__rq3_vaccinated__t0.0__r0,gpt4o,S007_data_viz,rq3_vaccinated,L4_full,direct,none,0.0,0,1311,True,8,8,1.0,success,161,5413,8,5,2,True,2507,1447
S007_data_viz__haiku__mutated_wrong_default__t0.0__r0,haiku,S007_data_viz,mutated_wrong_default,L4_full,direct,wrong_default,0.0,0,1272,True,8,8,1.0,success,167,5427,8,5,2,True,3038,2500
S007_data_viz__gpt4o__rq3_wrong_skill__t0.0__r0,gpt4o,S007_data_viz,rq3_wrong_skill,L4_full,direct,none,0.0,0,1398,True,8,8,1.0,success,126,4337,5,7,1,True,2607,1187
S007_data_viz__gpt41__rq3_no_skill__t0.0__r0,gpt41,S007_data_viz,rq3_no_skill,L0_none,none,none,0.0,0,0,True,8,8,1.0,success,97,3375,7,1,0,True,150,1025
S007_data_viz__haiku__mutated_missing_edge_case__t0.0__r0,haiku,S007_data_viz,mutated_missing_edge_case,L4_full,direct,missing_edge_case,0.0,0,1163,True,8,8,1.0,success,161,5421,8,5,2,True,2903,2692
S007_data_viz__gpt41__rq3_full_skill__t0.0__r0,gpt41,S007_data_viz,rq3_full_skill,L4_full,direct,none,0.0,0,1272,True,8,8,1.0,success,161,5421,8,5,2,True,2470,1511
S033_exoplanet_transit__opus__L3_no_assets__direct__t0.0__r0,opus,S033_exoplanet_transit,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1639,False,3,10,0.3,logic_error,206,7743,5,9,0,True,4128,2628
S007_data_viz__gpt41__rq3_vaccinated__t0.0__r0,gpt41,S007_data_viz,rq3_vaccinated,L4_full,direct,none,0.0,0,1311,True,8,8,1.0,success,100,3735,8,5,1,True,2507,1146
S007_data_viz__haiku__mutated_wrong_import__t0.0__r0,haiku,S007_data_viz,mutated_wrong_import,L4_full,direct,wrong_import,0.0,0,1272,True,8,8,1.0,success,167,5427,8,5,2,True,3038,2638
S007_data_viz__gpt41__rq3_wrong_skill__t0.0__r0,gpt41,S007_data_viz,rq3_wrong_skill,L4_full,direct,none,0.0,0,1398,True,8,8,1.0,success,85,3309,7,1,0,True,2607,953
